5 Minutes,Lane 1 Flow (Veh/5 Minutes),Flow (Veh/5 Minutes),# Lane Points,% Observed
11/01/2018 19:35,24,24,1,100
11/01/2018 19:40,26,26,1,100
11/01/2018 19:45,22,22,1,100
11/01/2018 19:50,25,25,1,100
11/01/2018 19:55,23,23,1,100
11/01/2018 20:00,21,21,1,100
11/01/2018 20:05,29,29,1,100
11/01/2018 20:10,17,17,1,100
11/01/2018 20:15,29,29,1,100
11/01/2018 20:20,24,24,1,100
11/01/2018 20:25,17,17,1,100
11/01/2018 20:30,22,22,1,100
11/01/2018 20:35,16,16,1,100
11/01/2018 20:40,17,17,1,100
11/01/2018 20:45,15,15,1,100
11/01/2018 20:50,20,20,1,100
11/01/2018 20:55,14,14,1,100
11/02/2018 15:00,59,59,1,100
11/02/2018 15:05,61,61,1,100
11/02/2018 15:10,58,58,1,100
11/02/2018 15:15,79,79,1,100
11/02/2018 15:20,75,75,1,100
11/02/2018 15:25,58,58,1,100
11/02/2018 15:30,78,78,1,100
11/02/2018 15:35,69,69,1,100
11/02/2018 15:40,75,75,1,100
11/02/2018 15:45,90,90,1,100
11/02/2018 15:50,91,91,1,100
11/02/2018 15:55,89,89,1,100
11/02/2018 16:00,81,81,1,100
11/02/2018 16:05,93,93,1,100
11/02/2018 16:10,87,87,1,100
11/02/2018 16:15,75,75,1,100
11/02/2018 16:20,65,65,1,100
11/02/2018 16:25,94,94,1,100
11/02/2018 16:30,66,66,1,100
11/02/2018 16:35,67,67,1,100
11/02/2018 16:40,69,69,1,100
11/02/2018 16:45,75,75,1,100
11/02/2018 16:50,73,73,1,100
11/02/2018 16:55,86,86,1,100
11/02/2018 17:00,88,88,1,100
11/02/2018 17:05,76,76,1,100
11/02/2018 17:10,74,74,1,100
11/02/2018 17:15,50,50,1,100
11/02/2018 17:20,68,68,1,100
11/02/2018 17:25,58,58,1,100
11/02/2018 17:30,63,63,1,100
11/02/2018 17:35,52,52,1,100
11/02/2018 17:40,45,45,1,100
11/02/2018 17:45,52,52,1,100
11/02/2018 17:50,55,55,1,100
11/02/2018 17:55,68,68,1,100
11/02/2018 18:00,66,66,1,100
11/02/2018 18:05,80,80,1,100
11/02/2018 18:10,64,64,1,100
11/02/2018 18:15,58,58,1,100
11/02/2018 18:20,70,70,1,100
11/02/2018 18:25,65,65,1,100
11/02/2018 18:30,51,51,1,100
11/02/2018 18:35,51,51,1,100
11/02/2018 18:40,48,48,1,100
11/02/2018 18:45,48,48,1,100
11/02/2018 18:50,48,48,1,100
11/02/2018 18:55,40,40,1,100
11/02/2018 19:00,32,32,1,100
11/02/2018 19:05,39,39,1,100
11/02/2018 19:10,35,35,1,100
11/02/2018 19:15,23,23,1,100
11/02/2018 19:20,25,25,1,100
11/02/2018 19:25,32,32,1,100
11/02/2018 19:30,26,26,1,100
11/02/2018 19:35,21,21,1,100
11/02/2018 19:40,24,24,1,100
11/02/2018 19:45,18,18,1,100
11/02/2018 19:50,23,23,1,100
11/02/2018 19:55,18,18,1,100
11/02/2018 20:00,15,15,1,100
11/02/2018 20:05,26,26,1,100
11/02/2018 20:10,30,30,1,100
11/02/2018 20:15,26,26,1,100
11/02/2018 20:20,15,15,1,100
11/02/2018 20:25,24,24,1,100
11/02/2018 20:30,16,16,1,100
11/02/2018 20:35,34,34,1,100
11/02/2018 20:40,22,22,1,100
11/02/2018 20:45,18,18,1,100
11/02/2018 20:50,17,17,1,100
11/02/2018 20:55,15,15,1,100
11/05/2018 15:00,51,51,1,100
11/05/2018 15:05,47,47,1,100
11/05/2018 15:10,43,43,1,100
11/05/2018 15:15,66,66,1,100
11/05/2018 15:20,68,68,1,100
11/05/2018 15:25,70,70,1,100
11/05/2018 15:30,85,85,1,100
11/05/2018 15:35,88,88,1,100
11/05/2018 15:40,65,65,1,100
11/05/2018 15:45,82,82,1,100
11/05/2018 15:50,108,108,1,100
11/05/2018 15:55,88,88,1,100
11/05/2018 16:00,76,76,1,100
11/05/2018 16:05,79,79,1,100
11/05/2018 16:10,75,75,1,100
11/05/2018 16:15,90,90,1,100
11/05/2018 16:20,89,89,1,100
11/05/2018 16:25,82,82,1,100
11/05/2018 16:30,81,81,1,100
11/05/2018 16:35,75,75,1,100
11/05/2018 16:40,71,71,1,100
11/05/2018 16:45,78,78,1,100
11/05/2018 16:50,67,67,1,100
11/05/2018 16:55,89,89,1,100
11/05/2018 17:00,86,86,1,100
11/05/2018 17:05,47,47,1,100
11/05/2018 17:10,74,74,1,100
11/05/2018 17:15,59,59,1,100
11/05/2018 17:20,61,61,1,100
11/05/2018 17:25,98,98,1,100
11/05/2018 17:30,72,72,1,100
11/05/2018 17:35,53,53,1,100
11/05/2018 17:40,44,44,1,100
11/05/2018 17:45,65,65,1,100
11/05/2018 17:50,30,30,1,100
11/05/2018 17:55,44,44,1,100
11/05/2018 18:00,53,53,1,100
11/05/2018 18:05,37,37,1,100
11/05/2018 18:10,48,48,1,100
11/05/2018 18:15,73,73,1,100
11/05/2018 18:20,66,66,1,100
11/05/2018 18:25,69,69,1,100
11/05/2018 18:30,69,69,1,100
11/05/2018 18:35,64,64,1,100
11/05/2018 18:40,67,67,1,100
11/05/2018 18:45,78,78,1,100
11/05/2018 18:50,67,67,1,100
11/05/2018 18:55,60,60,1,100
11/05/2018 19:00,49,49,1,100
11/05/2018 19:05,34,34,1,100
11/05/2018 19:10,32,32,1,100
11/05/2018 19:15,40,40,1,100
11/05/2018 19:20,26,26,1,100
11/05/2018 19:25,21,21,1,100
11/05/2018 19:30,20,20,1,100
11/05/2018 19:35,14,14,1,100
11/05/2018 19:40,19,19,1,100
11/05/2018 19:45,17,17,1,100
11/05/2018 19:50,20,20,1,100
11/05/2018 19:55,22,22,1,100
11/05/2018 20:00,15,15,1,100
11/05/2018 20:05,25,25,1,100
11/05/2018 20:10,25,25,1,100
11/05/2018 20:15,21,21,1,100
11/05/2018 20:20,24,24,1,100
11/05/2018 20:25,16,16,1,100
11/05/2018 20:30,21,21,1,100
11/05/2018 20:35,17,17,1,100
11/05/2018 20:40,27,27,1,100
11/05/2018 20:45,15,15,1,100
11/05/2018 20:50,18,18,1,100
11/05/2018 20:55,22,22,1,100
11/06/2018 15:00,51,51,1,100
11/06/2018 15:05,52,52,1,100
11/06/2018 15:10,54,54,1,100
11/06/2018 15:15,69,69,1,100
11/06/2018 15:20,58,58,1,100
11/06/2018 15:25,77,77,1,100
11/06/2018 15:30,75,75,1,100
11/06/2018 15:35,61,61,1,100
11/06/2018 15:40,80,80,1,100
11/06/2018 15:45,75,75,1,100
11/06/2018 15:50,51,51,1,100
11/06/2018 15:55,71,71,1,100
11/06/2018 16:00,94,94,1,100
11/06/2018 16:05,83,83,1,100
11/06/2018 16:10,98,98,1,100
11/06/2018 16:15,78,78,1,100
11/06/2018 16:20,52,52,1,100
11/06/2018 16:25,58,58,1,100
11/06/2018 16:30,67,67,1,100
11/06/2018 16:35,67,67,1,100
11/06/2018 16:40,101,101,1,100
11/06/2018 16:45,43,43,1,100
11/06/2018 16:50,64,64,1,100
11/06/2018 16:55,63,63,1,100
11/06/2018 17:00,54,54,1,100
11/06/2018 17:05,53,53,1,100
11/06/2018 17:10,48,48,1,100
11/06/2018 17:15,58,58,1,100
11/06/2018 17:20,47,47,1,100
11/06/2018 17:25,49,49,1,100
11/06/2018 17:30,58,58,1,100
11/06/2018 17:35,53,53,1,100
11/06/2018 17:40,50,50,1,100
11/06/2018 17:45,50,50,1,100
11/06/2018 17:50,49,49,1,100
11/06/2018 17:55,56,56,1,100
11/06/2018 18:00,54,54,1,100
11/06/2018 18:05,62,62,1,100
11/06/2018 18:10,54,54,1,100
11/06/2018 18:15,53,53,1,100
11/06/2018 18:20,58,58,1,100
11/06/2018 18:25,48,48,1,100
11/06/2018 18:30,52,52,1,100
11/06/2018 18:35,44,44,1,100
11/06/2018 18:40,63,63,1,100
11/06/2018 18:45,65,65,1,100
11/06/2018 18:50,53,53,1,100
11/06/2018 18:55,55,55,1,100
11/06/2018 19:00,67,67,1,100
11/06/2018 19:05,62,62,1,100
11/06/2018 19:10,88,88,1,100
11/06/2018 19:15,76,76,1,100
11/06/2018 19:20,88,88,1,100
11/06/2018 19:25,51,51,1,100
11/06/2018 19:30,33,33,1,100
11/06/2018 19:35,53,53,1,100
11/06/2018 19:40,48,48,1,100
11/06/2018 19:45,37,37,1,100
11/06/2018 19:50,20,20,1,100
11/06/2018 19:55,31,31,1,100
11/06/2018 20:00,26,26,1,100
11/06/2018 20:05,23,23,1,100
11/06/2018 20:10,15,15,1,100
11/06/2018 20:15,18,18,1,100
11/06/2018 20:20,27,27,1,100
11/06/2018 20:25,30,30,1,100
11/06/2018 20:30,12,12,1,100
11/06/2018 20:35,22,22,1,100
11/06/2018 20:40,20,20,1,100
11/06/2018 20:45,17,17,1,100
11/06/2018 20:50,23,23,1,100
11/06/2018 20:55,11,11,1,100
11/07/2018 15:00,50,50,1,100
11/07/2018 15:05,51,51,1,100
11/07/2018 15:10,47,47,1,100
11/07/2018 15:15,60,60,1,100
11/07/2018 15:20,60,60,1,100
11/07/2018 15:25,78,78,1,100
11/07/2018 15:30,75,75,1,100
11/07/2018 15:35,86,86,1,100
11/07/2018 15:40,83,83,1,100
11/07/2018 15:45,87,87,1,100
11/07/2018 15:50,70,70,1,100
11/07/2018 15:55,99,99,1,100
11/07/2018 16:00,63,63,1,100
11/07/2018 16:05,83,83,1,100
11/07/2018 16:10,79,79,1,100
11/07/2018 16:15,98,98,1,100
11/07/2018 16:20,86,86,1,100
11/07/2018 16:25,88,88,1,100
11/07/2018 16:30,88,88,1,100
11/07/2018 16:35,64,64,1,100
11/07/2018 16:40,37,37,1,100
11/07/2018 16:45,49,49,1,100
11/07/2018 16:50,55,55,1,100
11/07/2018 16:55,65,65,1,100
11/07/2018 17:00,53,53,1,100
11/07/2018 17:05,61,61,1,100
11/07/2018 17:10,58,58,1,100
11/07/2018 17:15,66,66,1,100
11/07/2018 17:20,48,48,1,100
11/07/2018 17:25,56,56,1,100
11/07/2018 17:30,57,57,1,100
11/07/2018 17:35,59,59,1,100
11/07/2018 17:40,51,51,1,100
11/07/2018 17:45,60,60,1,100
11/07/2018 17:50,50,50,1,100
11/07/2018 17:55,46,46,1,100
11/07/2018 18:00,48,48,1,100
11/07/2018 18:05,49,49,1,100
11/07/2018 18:10,49,49,1,100
11/07/2018 18:15,47,47,1,100
11/07/2018 18:20,47,47,1,100
11/07/2018 18:25,63,63,1,100
11/07/2018 18:30,48,48,1,100
11/07/2018 18:35,90,90,1,100
11/07/2018 18:40,77,77,1,100
11/07/2018 18:45,58,58,1,100
11/07/2018 18:50,56,56,1,100
11/07/2018 18:55,58,58,1,100
11/07/2018 19:00,40,40,1,100
11/07/2018 19:05,25,25,1,100
11/07/2018 19:10,38,38,1,100
11/07/2018 19:15,36,36,1,100
11/07/2018 19:20,27,27,1,100
11/07/2018 19:25,40,40,1,100
11/07/2018 19:30,31,31,1,100
11/07/2018 19:35,22,22,1,100
11/07/2018 19:40,30,30,1,100
11/07/2018 19:45,25,25,1,100
11/07/2018 19:50,22,22,1,100
11/07/2018 19:55,24,24,1,100
11/07/2018 20:00,21,21,1,100
11/07/2018 20:05,23,23,1,100
11/07/2018 20:10,26,26,1,100
11/07/2018 20:15,20,20,1,100
11/07/2018 20:20,29,29,1,100
11/07/2018 20:25,21,21,1,100
11/07/2018 20:30,19,19,1,100
11/07/2018 20:35,18,18,1,100
11/07/2018 20:40,22,22,1,100
11/07/2018 20:45,22,22,1,100
11/07/2018 20:50,12,12,1,100
11/07/2018 20:55,5,5,1,100
8/30/2018 15:00,75,75,1,100
8/30/2018 15:05,89,89,1,100
8/30/2018 15:10,79,79,1,100
8/30/2018 15:15,76,76,1,100
8/30/2018 15:20,66,66,1,100
8/30/2018 15:25,46,46,1,100
8/30/2018 15:30,48,48,1,100
8/30/2018 15:35,51,51,1,100
8/30/2018 15:40,52,52,1,100
8/30/2018 15:45,85,85,1,100
8/30/2018 15:50,72,72,1,100
8/30/2018 15:55,78,78,1,100
8/30/2018 16:00,85,85,1,100
8/30/2018 16:05,89,89,1,100
8/30/2018 16:10,83,83,1,100
8/30/2018 16:15,62,62,1,100
8/30/2018 16:20,52,52,1,100
8/30/2018 16:25,72,72,1,100
8/30/2018 16:30,79,79,1,100
8/30/2018 16:35,85,85,1,100
8/30/2018 16:40,61,61,1,100
8/30/2018 16:45,94,94,1,100
8/30/2018 16:50,92,92,1,100
8/30/2018 16:55,71,71,1,100
8/30/2018 17:00,50,50,1,100
8/30/2018 17:05,60,60,1,100
8/30/2018 17:10,69,69,1,100
8/30/2018 17:15,69,69,1,100
8/30/2018 17:20,54,54,1,100
8/30/2018 17:25,67,67,1,100
8/30/2018 17:30,65,65,1,100
8/30/2018 17:35,60,60,1,100
8/30/2018 17:40,61,61,1,100
8/30/2018 17:45,60,60,1,100
8/30/2018 17:50,64,64,1,100
8/30/2018 17:55,54,54,1,100
8/30/2018 18:00,71,71,1,100
8/30/2018 18:05,92,92,1,100
8/30/2018 18:10,66,66,1,100
8/30/2018 18:15,62,62,1,100
8/30/2018 18:20,75,75,1,100
8/30/2018 18:25,67,67,1,100
8/30/2018 18:30,59,59,1,100
8/30/2018 18:35,57,57,1,100
8/30/2018 18:40,84,84,1,100
8/30/2018 18:45,56,56,1,100
8/30/2018 18:50,73,73,1,100
8/30/2018 18:55,73,73,1,100
8/30/2018 19:00,81,81,1,100
8/30/2018 19:05,89,89,1,100
8/30/2018 19:10,86,86,1,100
8/30/2018 19:15,69,69,1,100
8/30/2018 19:20,80,80,1,100
8/30/2018 19:25,79,79,1,100
8/30/2018 19:30,77,77,1,100
8/30/2018 19:35,70,70,1,100
8/30/2018 19:40,66,66,1,100
8/30/2018 19:45,34,34,1,100
8/30/2018 19:50,48,48,1,100
8/30/2018 19:55,53,53,1,100
8/30/2018 20:00,27,27,1,100
8/30/2018 20:05,30,30,1,100
8/30/2018 20:10,29,29,1,100
8/30/2018 20:15,23,23,1,100
8/30/2018 20:20,24,24,1,100
8/30/2018 20:25,23,23,1,100
8/30/2018 20:30,25,25,1,100
8/30/2018 20:35,28,28,1,100
8/30/2018 20:40,34,34,1,100
8/30/2018 20:45,25,25,1,100
8/30/2018 20:50,16,16,1,100
8/30/2018 20:55,22,22,1,100
8/31/2018 15:00,34,34,1,100
8/31/2018 15:05,55,55,1,100
8/31/2018 15:10,51,51,1,100
8/31/2018 15:15,63,63,1,100
8/31/2018 15:20,73,73,1,100
8/31/2018 15:25,92,92,1,100
8/31/2018 15:30,88,88,1,100
8/31/2018 15:35,75,75,1,100
8/31/2018 15:40,84,84,1,100
8/31/2018 15:45,88,88,1,100
8/31/2018 15:50,99,99,1,100
8/31/2018 15:55,99,99,1,100
8/31/2018 16:00,95,95,1,100
8/31/2018 16:05,98,98,1,100
8/31/2018 16:10,101,101,1,100
8/31/2018 16:15,104,104,1,100
8/31/2018 16:20,68,68,1,100
8/31/2018 16:25,70,70,1,100
8/31/2018 16:30,77,77,1,100
8/31/2018 16:35,66,66,1,100
8/31/2018 16:40,67,67,1,100
8/31/2018 16:45,60,60,1,100
8/31/2018 16:50,84,84,1,100
8/31/2018 16:55,80,80,1,100
8/31/2018 17:00,66,66,1,100
8/31/2018 17:05,68,68,1,100
8/31/2018 17:10,66,66,1,100
8/31/2018 17:15,54,54,1,100
8/31/2018 17:20,48,48,1,100
8/31/2018 17:25,49,49,1,100
8/31/2018 17:30,44,44,1,100
8/31/2018 17:35,56,56,1,100
8/31/2018 17:40,56,56,1,100
8/31/2018 17:45,44,44,1,100
8/31/2018 17:50,44,44,1,100
8/31/2018 17:55,46,46,1,100
8/31/2018 18:00,49,49,1,100
8/31/2018 18:05,41,41,1,100
8/31/2018 18:10,44,44,1,100
8/31/2018 18:15,34,34,1,100
8/31/2018 18:20,35,35,1,100
8/31/2018 18:25,41,41,1,100
8/31/2018 18:30,31,31,1,100
8/31/2018 18:35,32,32,1,100
8/31/2018 18:40,32,32,1,100
8/31/2018 18:45,39,39,1,100
8/31/2018 18:50,32,32,1,100
8/31/2018 18:55,39,39,1,100
8/31/2018 19:00,25,25,1,100
8/31/2018 19:05,28,28,1,100
8/31/2018 19:10,32,32,1,100
8/31/2018 19:15,23,23,1,100
8/31/2018 19:20,32,32,1,100
8/31/2018 19:25,26,26,1,100
8/31/2018 19:30,23,23,1,100
8/31/2018 19:35,26,26,1,100
8/31/2018 19:40,19,19,1,100
8/31/2018 19:45,18,18,1,100
8/31/2018 19:50,20,20,1,100
8/31/2018 19:55,15,15,1,100
8/31/2018 20:00,21,21,1,100
8/31/2018 20:05,29,29,1,100
8/31/2018 20:10,19,19,1,100
8/31/2018 20:15,23,23,1,100
8/31/2018 20:20,23,23,1,100
8/31/2018 20:25,25,25,1,100
8/31/2018 20:30,20,20,1,100
8/31/2018 20:35,16,16,1,100
8/31/2018 20:40,20,20,1,100
8/31/2018 20:45,17,17,1,100
8/31/2018 20:50,22,22,1,100
8/31/2018 20:55,20,20,1,100
9/04/2018 15:00,0,0,1,0
9/04/2018 15:05,0,0,1,0
9/04/2018 15:10,0,0,1,0
9/04/2018 15:15,0,0,1,0
9/04/2018 15:20,0,0,1,0
9/04/2018 15:25,0,0,1,0
9/04/2018 15:30,0,0,1,0
9/04/2018 15:35,0,0,1,0
9/04/2018 15:40,0,0,1,0
9/04/2018 15:45,0,0,1,0
9/04/2018 15:50,0,0,1,0
9/04/2018 15:55,0,0,1,0
9/04/2018 16:00,0,0,1,0
9/04/2018 16:05,0,0,1,0
9/04/2018 16:10,0,0,1,0
9/04/2018 16:15,0,0,1,0
9/04/2018 16:20,0,0,1,0
9/04/2018 16:25,0,0,1,0
9/04/2018 16:30,0,0,1,0
9/04/2018 16:35,0,0,1,0
9/04/2018 16:40,0,0,1,0
9/04/2018 16:45,0,0,1,0
9/04/2018 16:50,0,0,1,0
9/04/2018 16:55,0,0,1,0
9/04/2018 17:00,0,0,1,0
9/04/2018 17:05,0,0,1,0
9/04/2018 17:10,0,0,1,0
9/04/2018 17:15,0,0,1,0
9/04/2018 17:20,0,0,1,0
9/04/2018 17:25,0,0,1,0
9/04/2018 17:30,0,0,1,0
9/04/2018 17:35,0,0,1,0
9/04/2018 17:40,0,0,1,0
9/04/2018 17:45,0,0,1,0
9/04/2018 17:50,0,0,1,0
9/04/2018 17:55,0,0,1,0
9/04/2018 18:00,0,0,1,0
9/04/2018 18:05,0,0,1,0
9/04/2018 18:10,0,0,1,0
9/04/2018 18:15,0,0,1,0
9/04/2018 18:20,110,110,1,100
9/04/2018 18:25,0,0,1,0
9/04/2018 18:30,0,0,1,0
9/04/2018 18:35,0,0,1,0
9/04/2018 18:40,0,0,1,0
9/04/2018 18:45,0,0,1,0
9/04/2018 18:50,0,0,1,0
9/04/2018 18:55,0,0,1,0
9/04/2018 19:00,0,0,1,0
9/04/2018 19:05,0,0,1,0
9/04/2018 19:10,0,0,1,0
9/04/2018 19:15,20,20,1,100
9/04/2018 19:20,0,0,1,0
9/04/2018 19:25,0,0,1,0
9/04/2018 19:30,0,0,1,0
9/04/2018 19:35,0,0,1,0
9/04/2018 19:40,0,0,1,0
9/04/2018 19:45,0,0,1,0
9/04/2018 19:50,0,0,1,0
9/04/2018 19:55,10,10,1,100
9/04/2018 20:00,0,0,1,0
9/04/2018 20:05,0,0,1,0
9/04/2018 20:10,0,0,1,0
9/04/2018 20:15,0,0,1,0
9/04/2018 20:20,0,0,1,0
9/04/2018 20:25,0,0,1,0
9/04/2018 20:30,0,0,1,0
9/04/2018 20:35,0,0,1,0
9/04/2018 20:40,0,0,1,0
9/04/2018 20:45,40,40,1,100
9/04/2018 20:50,0,0,1,0
9/04/2018 20:55,0,0,1,0
9/05/2018 15:00,49,49,1,100
9/05/2018 15:05,57,57,1,100
9/05/2018 15:10,63,63,1,100
9/05/2018 15:15,52,52,1,100
9/05/2018 15:20,76,76,1,100
9/05/2018 15:25,75,75,1,100
9/05/2018 15:30,74,74,1,100
9/05/2018 15:35,64,64,1,100
9/05/2018 15:40,67,67,1,100
9/05/2018 15:45,76,76,1,100
9/05/2018 15:50,80,80,1,100
9/05/2018 15:55,88,88,1,100
9/05/2018 16:00,78,78,1,100
9/05/2018 16:05,83,83,1,100
9/05/2018 16:10,72,72,1,100
9/05/2018 16:15,75,75,1,100
9/05/2018 16:20,66,66,1,100
9/05/2018 16:25,85,85,1,100
9/05/2018 16:30,93,93,1,100
9/05/2018 16:35,91,91,1,100
9/05/2018 16:40,78,78,1,100
9/05/2018 16:45,59,59,1,100
9/05/2018 16:50,42,42,1,100
9/05/2018 16:55,57,57,1,100
9/05/2018 17:00,78,78,1,100
9/05/2018 17:05,77,77,1,100
9/05/2018 17:10,63,63,1,100
9/05/2018 17:15,57,57,1,100
9/05/2018 17:20,62,62,1,100
9/05/2018 17:25,82,82,1,100
9/05/2018 17:30,56,56,1,100
9/05/2018 17:35,62,62,1,100
9/05/2018 17:40,48,48,1,100
9/05/2018 17:45,55,55,1,100
9/05/2018 17:50,62,62,1,100
9/05/2018 17:55,36,36,1,100
9/05/2018 18:00,41,41,1,100
9/05/2018 18:05,59,59,1,100
9/05/2018 18:10,66,66,1,100
9/05/2018 18:15,60,60,1,100
9/05/2018 18:20,51,51,1,100
9/05/2018 18:25,51,51,1,100
9/05/2018 18:30,59,59,1,100
9/05/2018 18:35,52,52,1,100
9/05/2018 18:40,65,65,1,100
9/05/2018 18:45,47,47,1,100
9/05/2018 18:50,42,42,1,100
9/05/2018 18:55,53,53,1,100
9/05/2018 19:00,39,39,1,100
9/05/2018 19:05,33,33,1,100
9/05/2018 19:10,47,47,1,100
9/05/2018 19:15,43,43,1,100
9/05/2018 19:20,34,34,1,100
9/05/2018 19:25,23,23,1,100
9/05/2018 19:30,30,30,1,100
9/05/2018 19:35,27,27,1,100
9/05/2018 19:40,29,29,1,100
9/05/2018 19:45,33,33,1,100
9/05/2018 19:50,29,29,1,100
9/05/2018 19:55,32,32,1,100
9/05/2018 20:00,23,23,1,100
9/05/2018 20:05,26,26,1,100
9/05/2018 20:10,17,17,1,100
9/05/2018 20:15,27,27,1,100
9/05/2018 20:20,26,26,1,100
9/05/2018 20:25,27,27,1,100
9/05/2018 20:30,18,18,1,100
9/05/2018 20:35,27,27,1,100
9/05/2018 20:40,19,19,1,100
9/05/2018 20:45,27,27,1,100
9/05/2018 20:50,20,20,1,100
9/05/2018 20:55,21,21,1,100
8/23/2018 15:00,54,54,1,100
8/23/2018 15:05,54,54,1,100
8/23/2018 15:10,58,58,1,100
8/23/2018 15:15,65,65,1,100
8/23/2018 15:20,84,84,1,100
8/23/2018 15:25,96,96,1,100
8/23/2018 15:30,61,61,1,100
8/23/2018 15:35,70,70,1,100
8/23/2018 15:40,70,70,1,100
8/23/2018 15:45,92,92,1,100
8/23/2018 15:50,86,86,1,100
8/23/2018 15:55,70,70,1,100
8/23/2018 16:00,72,72,1,100
8/23/2018 16:05,58,58,1,100
8/23/2018 16:10,69,69,1,100
8/23/2018 16:15,74,74,1,100
8/23/2018 16:20,95,95,1,100
8/23/2018 16:25,89,89,1,100
8/23/2018 16:30,70,70,1,100
8/23/2018 16:35,104,104,1,100
8/23/2018 16:40,77,77,1,100
8/23/2018 16:45,60,60,1,100
8/23/2018 16:50,69,69,1,100
8/23/2018 16:55,59,59,1,100
8/23/2018 17:00,51,51,1,100
8/23/2018 17:05,70,70,1,100
8/23/2018 17:10,57,57,1,100
8/23/2018 17:15,65,65,1,100
8/23/2018 17:20,61,61,1,100
8/23/2018 17:25,61,61,1,100
8/23/2018 17:30,53,53,1,100
8/23/2018 17:35,48,48,1,100
8/23/2018 17:40,59,59,1,100
8/23/2018 17:45,56,56,1,100
8/23/2018 17:50,61,61,1,100
8/23/2018 17:55,62,62,1,100
8/23/2018 18:00,58,58,1,100
8/23/2018 18:05,69,69,1,100
8/23/2018 18:10,67,67,1,100
8/23/2018 18:15,75,75,1,100
8/23/2018 18:20,80,80,1,100
8/23/2018 18:25,66,66,1,100
8/23/2018 18:30,71,71,1,100
8/23/2018 18:35,60,60,1,100
8/23/2018 18:40,73,73,1,100
8/23/2018 18:45,66,66,1,100
8/23/2018 18:50,62,62,1,100
8/23/2018 18:55,58,58,1,100
8/23/2018 19:00,40,40,1,100
8/23/2018 19:05,35,35,1,100
8/23/2018 19:10,30,30,1,100
8/23/2018 19:15,44,44,1,100
8/23/2018 19:20,35,35,1,100
8/23/2018 19:25,30,30,1,100
8/23/2018 19:30,25,25,1,100
8/23/2018 19:35,31,31,1,100
8/23/2018 19:40,28,28,1,100
8/23/2018 19:45,28,28,1,100
8/23/2018 19:50,33,33,1,100
8/23/2018 19:55,23,23,1,100
8/23/2018 20:00,19,19,1,100
8/23/2018 20:05,27,27,1,100
8/23/2018 20:10,12,12,1,100
8/23/2018 20:15,14,14,1,100
8/23/2018 20:20,31,31,1,100
8/23/2018 20:25,26,26,1,100
8/23/2018 20:30,18,18,1,100
8/23/2018 20:35,23,23,1,100
8/23/2018 20:40,23,23,1,100
8/23/2018 20:45,20,20,1,100
8/23/2018 20:50,26,26,1,100
8/23/2018 20:55,11,11,1,100
8/24/2018 15:00,55,55,1,100
8/24/2018 15:05,34,34,1,100
8/24/2018 15:10,56,56,1,100
8/24/2018 15:15,38,38,1,100
8/24/2018 15:20,47,47,1,100
8/24/2018 15:25,48,48,1,100
8/24/2018 15:30,69,69,1,100
8/24/2018 15:35,62,62,1,100
8/24/2018 15:40,68,68,1,100
8/24/2018 15:45,68,68,1,100
8/24/2018 15:50,69,69,1,100
