5 Minutes,Lane 1 Flow (Veh/5 Minutes),Flow (Veh/5 Minutes),# Lane Points,% Observed
8/28/2018 17:20,63,63,1,100
8/28/2018 17:25,59,59,1,100
8/28/2018 17:30,66,66,1,100
8/28/2018 17:35,58,58,1,100
8/28/2018 17:40,66,66,1,100
8/28/2018 17:45,89,89,1,100
8/28/2018 17:50,52,52,1,100
8/28/2018 17:55,71,71,1,100
8/28/2018 18:00,73,73,1,100
8/28/2018 18:05,72,72,1,100
8/28/2018 18:10,68,68,1,100
8/28/2018 18:15,84,84,1,100
8/28/2018 18:20,48,48,1,100
8/28/2018 18:25,69,69,1,100
8/28/2018 18:30,64,64,1,100
8/28/2018 18:35,67,67,1,100
8/28/2018 18:40,63,63,1,100
8/28/2018 18:45,36,36,1,100
8/28/2018 18:50,53,53,1,100
8/28/2018 18:55,44,44,1,100
8/28/2018 19:00,53,53,1,100
8/28/2018 19:05,61,61,1,100
8/28/2018 19:10,31,31,1,100
8/28/2018 19:15,56,56,1,100
8/28/2018 19:20,42,42,1,100
8/28/2018 19:25,40,40,1,100
8/28/2018 19:30,30,30,1,100
8/28/2018 19:35,42,42,1,100
8/28/2018 19:40,25,25,1,100
8/28/2018 19:45,29,29,1,100
8/28/2018 19:50,37,37,1,100
8/28/2018 19:55,19,19,1,100
8/28/2018 20:00,18,18,1,100
8/28/2018 20:05,34,34,1,100
8/28/2018 20:10,35,35,1,100
8/28/2018 20:15,24,24,1,100
8/28/2018 20:20,25,25,1,100
8/28/2018 20:25,15,15,1,100
8/28/2018 20:30,28,28,1,100
8/28/2018 20:35,22,22,1,100
8/28/2018 20:40,20,20,1,100
8/28/2018 20:45,25,25,1,100
8/28/2018 20:50,19,19,1,100
8/28/2018 20:55,24,24,1,100
8/29/2018 15:00,22,22,1,100
8/29/2018 15:05,28,28,1,100
8/29/2018 15:10,31,31,1,100
8/29/2018 15:15,47,47,1,100
8/29/2018 15:20,43,43,1,100
8/29/2018 15:25,31,31,1,100
8/29/2018 15:30,39,39,1,100
8/29/2018 15:35,40,40,1,100
8/29/2018 15:40,55,55,1,100
8/29/2018 15:45,47,47,1,100
8/29/2018 15:50,39,39,1,100
8/29/2018 15:55,44,44,1,100
8/29/2018 16:00,43,43,1,100
8/29/2018 16:05,42,42,1,100
8/29/2018 16:10,35,35,1,100
8/29/2018 16:15,38,38,1,100
8/29/2018 16:20,44,44,1,100
8/29/2018 16:25,42,42,1,100
8/29/2018 16:30,52,52,1,100
8/29/2018 16:35,60,60,1,100
8/29/2018 16:40,44,44,1,100
8/29/2018 16:45,61,61,1,100
8/29/2018 16:50,41,41,1,100
8/29/2018 16:55,45,45,1,100
8/29/2018 17:00,51,51,1,100
8/29/2018 17:05,65,65,1,100
8/29/2018 17:10,48,48,1,100
8/29/2018 17:15,83,83,1,100
8/29/2018 17:20,58,58,1,100
8/29/2018 17:25,63,63,1,100
8/29/2018 17:30,67,67,1,100
8/29/2018 17:35,71,71,1,100
8/29/2018 17:40,77,77,1,100
8/29/2018 17:45,75,75,1,100
8/29/2018 17:50,70,70,1,100
8/29/2018 17:55,75,75,1,100
8/29/2018 18:00,73,73,1,100
8/29/2018 18:05,66,66,1,100
8/29/2018 18:10,62,62,1,100
8/29/2018 18:15,51,51,1,100
8/29/2018 18:20,69,69,1,100
8/29/2018 18:25,73,73,1,100
8/29/2018 18:30,52,52,1,100
8/29/2018 18:35,59,59,1,100
8/29/2018 18:40,49,49,1,100
8/29/2018 18:45,44,44,1,100
8/29/2018 18:50,81,81,1,100
8/29/2018 18:55,49,49,1,100
8/29/2018 19:00,56,56,1,100
8/29/2018 19:05,42,42,1,100
8/29/2018 19:10,25,25,1,100
8/29/2018 19:15,41,41,1,100
8/29/2018 19:20,46,46,1,100
8/29/2018 19:25,36,36,1,100
8/29/2018 19:30,32,32,1,100
8/29/2018 19:35,28,28,1,100
8/29/2018 19:40,33,33,1,100
8/29/2018 19:45,18,18,1,100
8/29/2018 19:50,30,30,1,100
8/29/2018 19:55,20,20,1,100
8/29/2018 20:00,25,25,1,100
8/29/2018 20:05,0,0,0,0
8/29/2018 20:10,31,31,1,100
8/29/2018 20:15,24,24,1,100
8/29/2018 20:20,21,21,1,100
8/29/2018 20:25,33,33,1,100
8/29/2018 20:30,19,19,1,100
8/29/2018 20:35,21,21,1,100
8/29/2018 20:40,28,28,1,100
8/29/2018 20:45,28,28,1,100
8/29/2018 20:50,22,22,1,100
8/29/2018 20:55,16,16,1,100
8/30/2018 15:00,32,32,1,100
8/30/2018 15:05,41,41,1,100
8/30/2018 15:10,38,38,1,100
8/30/2018 15:15,40,40,1,100
8/30/2018 15:20,40,40,1,100
8/30/2018 15:25,41,41,1,100
8/30/2018 15:30,39,39,1,100
8/30/2018 15:35,38,38,1,100
8/30/2018 15:40,62,62,1,100
8/30/2018 15:45,48,48,1,100
8/30/2018 15:50,55,55,1,100
8/30/2018 15:55,52,52,1,100
8/30/2018 16:00,43,43,1,100
8/30/2018 16:05,40,40,1,100
8/30/2018 16:10,48,48,1,100
8/30/2018 16:15,45,45,1,100
8/30/2018 16:20,62,62,1,100
8/30/2018 16:25,52,52,1,100
8/30/2018 16:30,49,49,1,100
8/30/2018 16:35,61,61,1,100
8/30/2018 16:40,49,49,1,100
8/30/2018 16:45,63,63,1,100
8/30/2018 16:50,71,71,1,100
8/30/2018 16:55,66,66,1,100
8/30/2018 17:00,75,75,1,100
8/30/2018 17:05,69,69,1,100
8/30/2018 17:10,62,62,1,100
8/30/2018 17:15,66,66,1,100
8/30/2018 17:20,58,58,1,100
8/30/2018 17:25,77,77,1,100
8/30/2018 17:30,62,62,1,100
8/30/2018 17:35,75,75,1,100
8/30/2018 17:40,79,79,1,100
8/30/2018 17:45,72,72,1,100
8/30/2018 17:50,87,87,1,100
8/30/2018 17:55,78,78,1,100
8/30/2018 18:00,78,78,1,100
8/30/2018 18:05,72,72,1,100
8/30/2018 18:10,44,44,1,100
8/30/2018 18:15,62,62,1,100
8/30/2018 18:20,59,59,1,100
8/30/2018 18:25,64,64,1,100
8/30/2018 18:30,54,54,1,100
8/30/2018 18:35,57,57,1,100
8/30/2018 18:40,57,57,1,100
8/30/2018 18:45,48,48,1,100
8/30/2018 18:50,59,59,1,100
8/30/2018 18:55,58,58,1,100
8/30/2018 19:00,58,58,1,100
8/30/2018 19:05,42,42,1,100
8/30/2018 19:10,55,55,1,100
8/30/2018 19:15,44,44,1,100
8/30/2018 19:20,51,51,1,100
8/30/2018 19:25,31,31,1,100
8/30/2018 19:30,41,41,1,100
8/30/2018 19:35,29,29,1,100
8/30/2018 19:40,40,40,1,100
8/30/2018 19:45,29,29,1,100
8/30/2018 19:50,31,31,1,100
8/30/2018 19:55,33,33,1,100
8/30/2018 20:00,16,16,1,100
8/30/2018 20:05,24,24,1,100
8/30/2018 20:10,25,25,1,100
8/30/2018 20:15,28,28,1,100
8/30/2018 20:20,39,39,1,100
8/30/2018 20:25,22,22,1,100
8/30/2018 20:30,28,28,1,100
8/30/2018 20:35,30,30,1,100
8/30/2018 20:40,14,14,1,100
8/30/2018 20:45,22,22,1,100
8/30/2018 20:50,21,21,1,100
8/30/2018 20:55,18,18,1,100
8/31/2018 15:00,32,32,1,100
8/31/2018 15:05,33,33,1,100
8/31/2018 15:10,24,24,1,100
8/31/2018 15:15,45,45,1,100
8/31/2018 15:20,41,41,1,100
8/31/2018 15:25,37,37,1,100
8/31/2018 15:30,43,43,1,100
8/31/2018 15:35,31,31,1,100
8/31/2018 15:40,40,40,1,100
8/31/2018 15:45,39,39,1,100
8/31/2018 15:50,27,27,1,100
8/31/2018 15:55,38,38,1,100
8/31/2018 16:00,45,45,1,100
8/31/2018 16:05,49,49,1,100
8/31/2018 16:10,50,50,1,100
8/31/2018 16:15,52,52,1,100
8/31/2018 16:20,58,58,1,100
8/31/2018 16:25,47,47,1,100
8/31/2018 16:30,46,46,1,100
8/31/2018 16:35,51,51,1,100
8/31/2018 16:40,36,36,1,100
8/31/2018 16:45,46,46,1,100
8/31/2018 16:50,58,58,1,100
8/31/2018 16:55,53,53,1,100
8/31/2018 17:00,50,50,1,100
8/31/2018 17:05,53,53,1,100
8/31/2018 17:10,50,50,1,100
8/31/2018 17:15,31,31,1,100
8/31/2018 17:20,31,31,1,100
8/31/2018 17:25,56,56,1,100
8/31/2018 17:30,55,55,1,100
8/31/2018 17:35,33,33,1,100
8/31/2018 17:40,45,45,1,100
8/31/2018 17:45,52,52,1,100
8/31/2018 17:50,47,47,1,100
8/31/2018 17:55,48,48,1,100
8/31/2018 18:00,37,37,1,100
8/31/2018 18:05,41,41,1,100
8/31/2018 18:10,40,40,1,100
8/31/2018 18:15,38,38,1,100
8/31/2018 18:20,21,21,1,100
8/31/2018 18:25,33,33,1,100
8/31/2018 18:30,31,31,1,100
8/31/2018 18:35,35,35,1,100
8/31/2018 18:40,27,27,1,100
8/31/2018 18:45,52,52,1,100
8/31/2018 18:50,30,30,1,100
8/31/2018 18:55,14,14,1,100
8/31/2018 19:00,26,26,1,100
8/31/2018 19:05,34,34,1,100
8/31/2018 19:10,10,10,1,100
8/31/2018 19:15,21,21,1,100
8/31/2018 19:20,26,26,1,100
8/31/2018 19:25,31,31,1,100
8/31/2018 19:30,31,31,1,100
8/31/2018 19:35,36,36,1,100
8/31/2018 19:40,16,16,1,100
8/31/2018 19:45,21,21,1,100
8/31/2018 19:50,34,34,1,100
8/31/2018 19:55,25,25,1,100
8/31/2018 20:00,19,19,1,100
8/31/2018 20:05,29,29,1,100
8/31/2018 20:10,19,19,1,100
8/31/2018 20:15,21,21,1,100
8/31/2018 20:20,30,30,1,100
8/31/2018 20:25,27,27,1,100
8/31/2018 20:30,24,24,1,100
8/31/2018 20:35,20,20,1,100
8/31/2018 20:40,19,19,1,100
8/31/2018 20:45,26,26,1,100
8/31/2018 20:50,26,26,1,100
8/31/2018 20:55,18,18,1,100
09/03/2018 15:00,28,28,1,100
09/03/2018 15:05,18,18,1,100
09/03/2018 15:10,23,23,1,100
09/03/2018 15:15,21,21,1,100
09/03/2018 15:20,20,20,1,100
09/03/2018 15:25,18,18,1,100
09/03/2018 15:30,20,20,1,100
09/03/2018 15:35,26,26,1,100
09/03/2018 15:40,21,21,1,100
09/03/2018 15:45,19,19,1,100
09/03/2018 15:50,24,24,1,100
09/03/2018 15:55,23,23,1,100
09/03/2018 16:00,17,17,1,100
09/03/2018 16:05,19,19,1,100
09/03/2018 16:10,27,27,1,100
09/03/2018 16:15,27,27,1,100
09/03/2018 16:20,14,14,1,100
09/03/2018 16:25,29,29,1,100
09/03/2018 16:30,25,25,1,100
09/03/2018 16:35,24,24,1,100
09/03/2018 16:40,10,10,1,100
09/03/2018 16:45,18,18,1,100
09/03/2018 16:50,27,27,1,100
09/03/2018 16:55,18,18,1,100
09/03/2018 17:00,21,21,1,100
09/03/2018 17:05,32,32,1,100
09/03/2018 17:10,20,20,1,100
09/03/2018 17:15,28,28,1,100
09/03/2018 17:20,16,16,1,100
09/03/2018 17:25,28,28,1,100
09/03/2018 17:30,10,10,1,100
09/03/2018 17:35,15,15,1,100
09/03/2018 17:40,18,18,1,100
09/03/2018 17:45,19,19,1,100
09/03/2018 17:50,22,22,1,100
09/03/2018 17:55,22,22,1,100
09/03/2018 18:00,27,27,1,100
09/03/2018 18:05,15,15,1,100
09/03/2018 18:10,16,16,1,100
09/03/2018 18:15,18,18,1,100
09/03/2018 18:20,24,24,1,100
09/03/2018 18:25,19,19,1,100
09/03/2018 18:30,18,18,1,100
09/03/2018 18:35,13,13,1,100
09/03/2018 18:40,11,11,1,100
09/03/2018 18:45,19,19,1,100
09/03/2018 18:50,29,29,1,100
09/03/2018 18:55,20,20,1,100
09/03/2018 19:00,18,18,1,100
09/03/2018 19:05,20,20,1,100
09/03/2018 19:10,18,18,1,100
09/03/2018 19:15,17,17,1,100
09/03/2018 19:20,22,22,1,100
09/03/2018 19:25,29,29,1,100
09/03/2018 19:30,13,13,1,100
09/03/2018 19:35,16,16,1,100
09/03/2018 19:40,24,24,1,100
09/03/2018 19:45,16,16,1,100
09/03/2018 19:50,21,21,1,100
09/03/2018 19:55,18,18,1,100
09/03/2018 20:00,17,17,1,100
09/03/2018 20:05,9,9,1,100
09/03/2018 20:10,13,13,1,100
09/03/2018 20:15,14,14,1,100
09/03/2018 20:20,13,13,1,100
09/03/2018 20:25,21,21,1,100
09/03/2018 20:30,15,15,1,100
09/03/2018 20:35,13,13,1,100
09/03/2018 20:40,21,21,1,100
09/03/2018 20:45,18,18,1,100
09/03/2018 20:50,12,12,1,100
09/03/2018 20:55,13,13,1,100
09/04/2018 15:00,0,0,1,0
09/04/2018 15:05,0,0,1,0
09/04/2018 15:10,0,0,1,0
09/04/2018 15:15,0,0,1,0
09/04/2018 15:20,0,0,1,0
09/04/2018 15:25,0,0,1,0
09/04/2018 15:30,0,0,1,0
09/04/2018 15:35,0,0,1,0
09/04/2018 15:40,0,0,1,0
09/04/2018 15:45,0,0,1,0
09/04/2018 15:50,0,0,1,0
09/04/2018 15:55,0,0,1,0
09/04/2018 16:00,0,0,1,0
09/04/2018 16:05,0,0,1,0
09/04/2018 16:10,0,0,1,0
09/04/2018 16:15,0,0,1,0
09/04/2018 16:20,0,0,1,0
09/04/2018 16:25,0,0,1,0
09/04/2018 16:30,0,0,1,0
09/04/2018 16:35,0,0,1,0
09/04/2018 16:40,0,0,1,0
09/04/2018 16:45,0,0,1,0
09/04/2018 16:50,0,0,1,0
09/04/2018 16:55,0,0,1,0
09/04/2018 17:00,0,0,1,0
09/04/2018 17:05,0,0,1,0
09/04/2018 17:10,0,0,1,0
09/04/2018 17:15,0,0,1,0
09/04/2018 17:20,0,0,1,0
09/04/2018 17:25,0,0,1,0
09/04/2018 17:30,0,0,1,0
09/04/2018 17:35,0,0,1,0
09/04/2018 17:40,0,0,1,0
09/04/2018 17:45,0,0,1,0
09/04/2018 17:50,0,0,1,0
09/04/2018 17:55,0,0,1,0
09/04/2018 18:00,0,0,1,0
09/04/2018 18:05,0,0,1,0
09/04/2018 18:10,0,0,1,0
09/04/2018 18:15,0,0,1,0
09/04/2018 18:20,55,55,1,100
09/04/2018 18:25,0,0,1,0
09/04/2018 18:30,0,0,1,0
09/04/2018 18:35,0,0,1,0
09/04/2018 18:40,0,0,1,0
09/04/2018 18:45,0,0,1,0
09/04/2018 18:50,0,0,1,0
09/04/2018 18:55,0,0,1,0
09/04/2018 19:00,0,0,1,0
09/04/2018 19:05,0,0,1,0
09/04/2018 19:10,0,0,1,0
09/04/2018 19:15,10,10,1,100
09/04/2018 19:20,0,0,1,0
09/04/2018 19:25,0,0,1,0
09/04/2018 19:30,0,0,1,0
09/04/2018 19:35,0,0,1,0
09/04/2018 19:40,0,0,1,0
09/04/2018 19:45,0,0,1,0
09/04/2018 19:50,0,0,1,0
09/04/2018 19:55,0,0,1,0
09/04/2018 20:00,0,0,1,0
09/04/2018 20:05,0,0,1,0
09/04/2018 20:10,0,0,1,0
09/04/2018 20:15,0,0,1,0
09/04/2018 20:20,0,0,1,0
09/04/2018 20:25,0,0,1,0
09/04/2018 20:30,0,0,1,0
09/04/2018 20:35,0,0,1,0
09/04/2018 20:40,0,0,1,0
09/04/2018 20:45,0,0,1,0
09/04/2018 20:50,0,0,1,0
09/04/2018 20:55,0,0,1,0
09/05/2018 15:00,39,39,1,100
09/05/2018 15:05,39,39,1,100
09/05/2018 15:10,30,30,1,100
09/05/2018 15:15,42,42,1,100
09/05/2018 15:20,33,33,1,100
09/05/2018 15:25,42,42,1,100
09/05/2018 15:30,43,43,1,100
09/05/2018 15:35,49,49,1,100
09/05/2018 15:40,49,49,1,100
09/05/2018 15:45,34,34,1,100
09/05/2018 15:50,45,45,1,100
